Heat No,Date,Location,Sample_Id,NPP
200316,28-Jan-25,CCM,Y5,74
200316,28-Jan-25,CCM,Z5,74
200317,28-Jan-25,LRF,L4,74
200317,28-Jan-25,LRF,L5,77
200317,28-Jan-25,CCM,Y5,68
200317,28-Jan-25,CCM,X5,67
200317,28-Jan-25,CCM,Z5,71
200318,28-Jan-25,LRF,L4,86
200318,28-Jan-25,CCM,X5,84
200318,28-Jan-25,CCM,Y5,79
200318,28-Jan-25,CCM,Z5,82
200319,28-Jan-25,LRF,L4,74
200319,28-Jan-25,LRF,L5,71
200319,28-Jan-25,CCM,X5,74
200319,28-Jan-25,CCM,Y5,71
200319,28-Jan-25,CCM,Z5,71
200320,28-Jan-25,LRF,L4,74
200320,28-Jan-25,LRF,L5,78
200320,29-Jan-25,CCM,X5,68
200320,29-Jan-25,CCM,Y6,77
200320,29-Jan-25,CCM,Z7,74
200321,28-Jan-25,LRF,L4,66
200321,28-Jan-25,LRF,L5,68
200321,28-Jan-25,CCM,X5,67
200321,28-Jan-25,CCM,Y5,66
200321,28-Jan-25,CCM,Z5,64
200322,28-Jan-25,LRF,L4,69
200322,28-Jan-25,LRF,L5,69
200322,29-Jan-25,CCM,X5,70
200322,29-Jan-25,CCM,Y5,64
200322,29-Jan-25,CCM,Z5,63
200323,28-Jan-25,LRF,L4,82
200323,28-Jan-25,LRF,L5,86
200323,28-Jan-25,CCM,X5,80
200323,28-Jan-25,CCM,Y5,79
200323,28-Jan-25,CCM,Z5,81
200324,28-Jan-25,LRF,L4,74
200324,28-Jan-25,CCM,X5,71
200324,28-Jan-25,CCM,Y5,69
200324,28-Jan-25,CCM,Z5,71
200325,28-Jan-25,LRF,L4,82
200325,28-Jan-25,LRF,L5,79
200325,28-Jan-25,CCM,X5,74
200325,28-Jan-25,CCM,Y5,75
200325,28-Jan-25,CCM,Z5,75
200326,28-Jan-25,LRF,L4,75
200326,28-Jan-25,LRF,L5,78
200326,28-Jan-25,CCM,X5,78
200326,28-Jan-25,CCM,Y5,81
200327,28-Jan-25,LRF,L4,106
200327,28-Jan-25,LRF,L4,71
200327,28-Jan-25,LRF,L6,81
200327,28-Jan-25,CCM,Y5,72
200327,28-Jan-25,CCM,X5,73
200327,28-Jan-25,CCM,Z5,72
200328,28-Jan-25,LRF,L4,104
200328,28-Jan-25,LRF,L5,114
200328,28-Jan-25,LRF,L6,112
200328,28-Jan-25,LRF,L7,94
200328,28-Jan-25,LRF,L8,94
200328,28-Jan-25,LRF,L9,95
200328,28-Jan-25,CCM,X5,83
200328,28-Jan-25,CCM,Y5,83
200329,28-Jan-25,LRF,L4,101
200329,28-Jan-25,LRF,L5,126
200329,29-Jan-25,Sequence,Y6R,144
200329,29-Jan-25,Sequence,Z5R,149
200329,29-Jan-25,Sequence,X5,137
200329,29-Jan-25,Sequence,Y6,138
200329,29-Jan-25,Sequence,Z7,133
200329,30-Jan-25,Sequence,XR5,156
200329,30-Jan-25,Sequence,YR6,149
200329,30-Jan-25,Sequence,ZR7,148
200329,30-Jan-25,CCM,X3,142
200329,30-Jan-25,CCM,Y4,144
200329,30-Jan-25,CCM,Z5,138
200330,28-Jan-25,LRF,L4,106
200330,28-Jan-25,LRF,L5,143
200330,29-Jan-25,CCM,X5,146
200330,29-Jan-25,CCM,Y5,151
200330,29-Jan-25,CCM,Z5,150
200331,28-Jan-25,LRF,L4,131
200331,28-Jan-25,LRF,L5,77
200331,28-Jan-25,LRF,L6,121
200331,29-Jan-25,CCM,X3,129
200331,29-Jan-25,CCM,Y4,135
200331,29-Jan-25,CCM,Z5,132
200332,28-Jan-25,LRF,L4,79
200332,28-Jan-25,LRF,L5,83
200332,29-Jan-25,CCM,X5,86
200332,29-Jan-25,CCM,Y5,86
200332,29-Jan-25,CCM,Z5,85
200333,28-Jan-25,LRF,L4,101
200333,29-Jan-25,CCM,X5,104
200333,29-Jan-25,CCM,Y5,101
200333,29-Jan-25,CCM,Z5,100
200334,28-Jan-25,LRF,L4,61
200334,28-Jan-25,LRF,L5,94
200334,29-Jan-25,CCM,X5,94
200334,29-Jan-25,CCM,Y5,96
200334,29-Jan-25,CCM,Z5,97
200335,28-Jan-25,LRF,L4,75
200335,28-Jan-25,LRF,L5,82
200335,29-Jan-25,CCM,X5,85
200335,29-Jan-25,CCM,Y5,84
200336,28-Jan-25,LRF,L4,64
200336,28-Jan-25,LRF,L5,73
200336,29-Jan-25,CCM,X5,80
200336,29-Jan-25,CCM,Y5,82
200336,29-Jan-25,CCM,Z5,80
200337,28-Jan-25,LRF,L4,95
200337,29-Jan-25,CCM,X5,101
200337,29-Jan-25,CCM,Y6,97
200337,29-Jan-25,CCM,Z7,100
200338,28-Jan-25,LRF,L4,74
200338,29-Jan-25,CCM,X5,83
200338,29-Jan-25,CCM,Y5,80
200338,29-Jan-25,CCM,Z5,83
200339,28-Jan-25,LRF,L4,63
200339,28-Jan-25,LRF,L5,82
200339,29-Jan-25,CCM,Y6,89
200339,29-Jan-25,CCM,Z7,87
200340,28-Jan-25,LRF,L4,85
200340,29-Jan-25,CCM,X5,84
200340,29-Jan-25,CCM,Y5,86
200340,29-Jan-25,CCM,Z5,84
200341,28-Jan-25,LRF,L4,61
200341,29-Jan-25,CCM,X5,59
200341,29-Jan-25,CCM,Y5,60
200341,29-Jan-25,CCM,Z7,57
200342,28-Jan-25,LRF,L4,73
200342,28-Jan-25,LRF,L5,86
200342,29-Jan-25,CCM,X5,97
200342,29-Jan-25,CCM,Y6,99
200342,29-Jan-25,CCM,Z7,100
200343,28-Jan-25,LRF,L4,64
200343,29-Jan-25,CCM,X5,63
200343,29-Jan-25,CCM,Y5,63
200343,29-Jan-25,Sequence,Z5R,66
200344,28-Jan-25,LRF,L4,64
200344,29-Jan-25,CCM,X5,60
200344,29-Jan-25,CCM,Y6,62
200344,29-Jan-25,CCM,Z7,62
200345,28-Jan-25,LRF,L4,81
200345,29-Jan-25,LRF,L5,54
200345,29-Jan-25,LRF,L6,49
200345,29-Jan-25,CCM,X5,68
200345,29-Jan-25,CCM,Y6,64
200345,29-Jan-25,CCM,Z7,61
200346,28-Jan-25,LRF,L4,67
200346,29-Jan-25,LRF,L5,67
200346,29-Jan-25,CCM,X3,68
200346,29-Jan-25,CCM,Y4,70
200346,29-Jan-25,CCM,Z5,69
200347,29-Jan-25,LRF,L4,124
200347,29-Jan-25,CCM,X5,123
200347,29-Jan-25,CCM,Y6,130
200348,29-Jan-25,LRF,L4,44
200348,29-Jan-25,LRF,L5,48
200348,29-Jan-25,CCM,X5,66
200348,29-Jan-25,CCM,Y6,62
200348,29-Jan-25,CCM,Z7,63
200349,29-Jan-25,LRF,L4,116
200349,29-Jan-25,LRF,L5,145
200349,29-Jan-25,CCM,X5,136
200349,29-Jan-25,CCM,Y6,140
200349,29-Jan-25,CCM,Z7,136
200350,29-Jan-25,LRF,L4,109
200350,29-Jan-25,LRF,L5,111
200350,29-Jan-25,CCM,X5,124
200350,29-Jan-25,CCM,Y6,118
200350,29-Jan-25,CCM,Z7,125
200351,29-Jan-25,LRF,L4,70
200351,29-Jan-25,LRF,L5,60
200351,29-Jan-25,CCM,X5,68
200351,29-Jan-25,CCM,X5,75
200351,29-Jan-25,CCM,Y6,75
200351,29-Jan-25,CCM,Z7,72
200352,29-Jan-25,LRF,L4,77
200352,29-Jan-25,CCM,Y6,78
200352,29-Jan-25,CCM,Z7,81
200352,29-Jan-25,CCM,X5,87
200353,29-Jan-25,LRF,L4,64
200353,29-Jan-25,CCM,X5,76
200353,29-Jan-25,CCM,Z7,78
200354,29-Jan-25,LRF,L4,74
200354,29-Jan-25,LRF,L5,76
200354,29-Jan-25,CCM,X5,83
200354,29-Jan-25,CCM,Y6,85
200354,29-Jan-25,CCM,Z7,84
200355,29-Jan-25,LRF,L4,56
200355,29-Jan-25,LRF,L5,54
200355,29-Jan-25,CCM,X5,71
200355,29-Jan-25,CCM,Y6,72
200355,29-Jan-25,CCM,Z7,72
200356,29-Jan-25,LRF,L4,55
200356,29-Jan-25,Sequence,XR5,70
200356,29-Jan-25,Sequence,YR6,73
200356,29-Jan-25,Sequence,ZR7,72
200356,30-Jan-25,CCM,X3,75
200356,30-Jan-25,CCM,Z5,71
200356,30-Jan-25,CCM,Y4,77
200357,29-Jan-25,LRF,L4,66
200357,29-Jan-25,CCM,X5,78
200357,29-Jan-25,CCM,Y6,83
200357,29-Jan-25,CCM,Z7,79
200358,29-Jan-25,LRF,L4,82
200358,29-Jan-25,CCM,X5,89
200358,29-Jan-25,CCM,Z7,87
200358,29-Jan-25,CCM,Y6,91
200359,29-Jan-25,LRF,L4,62
200359,29-Jan-25,LRF,L5,62
200359,29-Jan-25,CCM,X5,83
200359,29-Jan-25,CCM,Y6,83
200359,29-Jan-25,CCM,Z7,85
200360,29-Jan-25,LRF,L4,50
200360,29-Jan-25,LRF,L5,55
200360,29-Jan-25,CCM,Z7,71
200360,29-Jan-25,CCM,Y6,72
200360,29-Jan-25,CCM,X5,69
200361,29-Jan-25,LRF,L4,60
200361,29-Jan-25,LRF,L5,62
200361,29-Jan-25,LRF,L6,57
200361,29-Jan-25,CCM,X5,86
200361,29-Jan-25,CCM,Y6,88
200361,29-Jan-25,CCM,Z7,87
200362,29-Jan-25,LRF,L4,66
200362,29-Jan-25,LRF,L5,67
200362,29-Jan-25,CCM,X5,94
200362,29-Jan-25,CCM,Y6,93
200362,29-Jan-25,CCM,Z7,91
200363,29-Jan-25,LRF,L4,61
200363,29-Jan-25,LRF,L5,69
200363,29-Jan-25,CCM,X5,85
200363,29-Jan-25,CCM,Z7,81
200364,29-Jan-25,LRF,L4,64
200364,29-Jan-25,CCM,X5,79
200364,29-Jan-25,CCM,Y6,85
200364,29-Jan-25,CCM,Z7,77
200365,29-Jan-25,LRF,L4,62
200365,29-Jan-25,LRF,L5,67
200365,29-Jan-25,CCM,X5,88
200365,29-Jan-25,CCM,Y6,86
200365,29-Jan-25,CCM,Z7,83
200366,29-Jan-25,LRF,L4,69
200366,29-Jan-25,LRF,L5,67
200366,29-Jan-25,CCM,X5,84
200366,29-Jan-25,CCM,Y6,81
200366,29-Jan-25,CCM,Z7,81
200367,29-Jan-25,LRF,L4,64
200367,29-Jan-25,CCM,X5,85
200367,29-Jan-25,CCM,Y6,85
200367,29-Jan-25,CCM,Z7,83
200368,29-Jan-25,LRF,L4,56
200368,29-Jan-25,LRF,L5,64
200368,29-Jan-25,CCM,X5,79
200368,29-Jan-25,CCM,Y6,79
200368,29-Jan-25,CCM,Z7,75
200369,29-Jan-25,LRF,L4,82
200369,29-Jan-25,LRF,L5,84
200369,29-Jan-25,CCM,X5,84
200369,29-Jan-25,CCM,Z7,80
200370,29-Jan-25,LRF,L4,87
200370,29-Jan-25,CCM,X5,84
200370,29-Jan-25,CCM,Y6,84
200370,29-Jan-25,CCM,Z7,83
200371,29-Jan-25,LRF,L4,74
200371,29-Jan-25,LRF,L5,78
200371,30-Jan-25,CCM,X3,72
200371,30-Jan-25,CCM,Y4,70
200371,30-Jan-25,CCM,Z5,70
200372,29-Jan-25,LRF,L4,96
200372,29-Jan-25,LRF,L5,87
200372,30-Jan-25,CCM,X5,90
200372,30-Jan-25,CCM,Y6,90
200372,30-Jan-25,CCM,Z7,92
200373,29-Jan-25,LRF,L4,82
200373,29-Jan-25,LRF,L5,81
200373,29-Jan-25,LRF,L6,85
200373,30-Jan-25,CCM,X3,83
200373,30-Jan-25,CCM,Y4,80
200373,30-Jan-25,CCM,Z5,81
200374,29-Jan-25,LRF,L4,77
200374,29-Jan-25,LRF,L5,80
200374,30-Jan-25,CCM,X5,85
200374,30-Jan-25,CCM,Y6,90
200374,30-Jan-25,CCM,Z7,89
200375,29-Jan-25,LRF,L4,69
200375,29-Jan-25,LRF,L5,76
200375,30-Jan-25,CCM,Z5,87
200375,30-Jan-25,CCM,X3,83
200375,30-Jan-25,CCM,Y4,88
200376,29-Jan-25,LRF,L4,80
200376,29-Jan-25,LRF,L5,84
200376,30-Jan-25,CCM,X5,87
200376,30-Jan-25,CCM,Y6,89
200376,30-Jan-25,CCM,Z7,88
200377,29-Jan-25,LRF,L4,80
200377,29-Jan-25,LRF,L4,80
200377,30-Jan-25,CCM,X3,80
200377,30-Jan-25,CCM,Y4,81
200377,30-Jan-25,CCM,Z5,82
200378,29-Jan-25,LRF,L4,74
200378,29-Jan-25,LRF,L5,69
200378,30-Jan-25,CCM,X5,75
200378,30-Jan-25,CCM,Y6,75
200378,30-Jan-25,CCM,Z7,73
200379,29-Jan-25,LRF,L4,69
200379,29-Jan-25,LRF,L5,78
200379,30-Jan-25,CCM,Y4,84
200379,30-Jan-25,CCM,Z5,85
200380,29-Jan-25,LRF,L4,84
200380,30-Jan-25,CCM,X5,91
200380,30-Jan-25,CCM,Y6,92
200380,30-Jan-25,CCM,Z7,89
200381,29-Jan-25,LRF,L4,78
200381,30-Jan-25,CCM,X5,84
200381,30-Jan-25,CCM,Z7,81
200381,30-Jan-25,CCM,Y6,82
200382,29-Jan-25,LRF,L4,60
200382,29-Jan-25,LRF,L5,66
200382,30-Jan-25,CCM,Y6,83
200382,30-Jan-25,CCM,Z7,82
200382,30-Jan-25,CCM,X5,85
200383,29-Jan-25,LRF,L4,73
200383,30-Jan-25,LRF,L5,64
200383,30-Jan-25,LRF,L6,68
200383,30-Jan-25,CCM,X5,77
200383,30-Jan-25,CCM,Y6,74
200383,30-Jan-25,CCM,Z7,80
200384,29-Jan-25,LRF,L4,71
200384,29-Jan-25,LRF,L5,73
200384,30-Jan-25,CCM,X5,79
200384,30-Jan-25,CCM,Y6,76
200384,30-Jan-25,CCM,Z7,75
200385,30-Jan-25,LRF,L4,71
200385,30-Jan-25,CCM,X5,77
200385,30-Jan-25,CCM,Y6,79
200385,30-Jan-25,CCM,Z7,77
200386,30-Jan-25,LRF,L4,78
200386,30-Jan-25,LRF,L5,67
200386,30-Jan-25,LRF,L6,72
200386,30-Jan-25,CCM,X5,77
200386,30-Jan-25,CCM,Y6,77
200386,30-Jan-25,CCM,Z7,83
200387,30-Jan-25,LRF,L4,74
200387,30-Jan-25,LRF,L5,75
200387,30-Jan-25,CCM,X5,85
200387,30-Jan-25,CCM,Y6,83
200387,30-Jan-25,CCM,Z7,90
200388,30-Jan-25,LRF,L4,83
200388,30-Jan-25,LRF,L5,64
200388,30-Jan-25,LRF,L6,71
200388,30-Jan-25,CCM,X5,93
200388,30-Jan-25,CCM,Y6,90
200388,30-Jan-25,CCM,Z7,90
200389,30-Jan-25,LRF,L4,89
200389,30-Jan-25,LRF,L5,88
200389,30-Jan-25,LRF,L6,93
200389,30-Jan-25,CCM,X5,97
200389,30-Jan-25,CCM,Y6,99
200389,30-Jan-25,CCM,Z7,97
200390,30-Jan-25,LRF,L4,72
200390,30-Jan-25,LRF,L5,97
200390,30-Jan-25,LRF,L6,83
200390,30-Jan-25,LRF,L7,87
200390,30-Jan-25,CCM,X5,100
200390,30-Jan-25,CCM,Y6,104
200390,30-Jan-25,CCM,Z7,102
200391,30-Jan-25,LRF,L4,65
200391,30-Jan-25,LRF,L5,70
200391,30-Jan-25,CCM,X5,93
200391,30-Jan-25,CCM,Y6,93
200391,30-Jan-25,CCM,Z7,94
200392,30-Jan-25,LRF,L4,79
200392,30-Jan-25,LRF,L5,80
200392,30-Jan-25,LRF,L6,81
200392,30-Jan-25,CCM,X5,109
200392,30-Jan-25,CCM,Z5,112
200393,30-Jan-25,LRF,L4,77
200393,30-Jan-25,LRF,L5,85
200393,30-Jan-25,CCM,X5,91
200393,30-Jan-25,CCM,Z7,90
200393,30-Jan-25,CCM,Y6,88
200394,30-Jan-25,LRF,L4,86
200394,30-Jan-25,LRF,L5,83
200394,30-Jan-25,LRF,L6,86
200394,30-Jan-25,CCM,X5,111
200394,30-Jan-25,CCM,Y5,109
200394,30-Jan-25,CCM,Z5,109
200395,30-Jan-25,LRF,L4,71
200395,30-Jan-25,LRF,L5,76
200395,30-Jan-25,CCM,X5,94
200395,30-Jan-25,CCM,Y6,89
200396,30-Jan-25,LRF,L4,64
200396,30-Jan-25,LRF,L5,73
200396,30-Jan-25,CCM,Y6,71
200396,30-Jan-25,CCM,Z7,71
200397,30-Jan-25,LRF,L4,93
200397,30-Jan-25,LRF,L5,78
200397,30-Jan-25,LRF,L6,78
200397,30-Jan-25,LRF,L7,79
200397,30-Jan-25,CCM,X5,91
200397,30-Jan-25,CCM,Z5,89
200398,30-Jan-25,LRF,L4,74
200398,30-Jan-25,CCM,X5,81
200398,30-Jan-25,CCM,Y5,76
200398,30-Jan-25,CCM,Z5,82
200399,30-Jan-25,LRF,L4,105
200399,30-Jan-25,LRF,L5,87
200399,30-Jan-25,LRF,L6,83
200399,30-Jan-25,LRF,L7,87
200399,30-Jan-25,CCM,X5,93
200399,30-Jan-25,CCM,Z5,94
200399,30-Jan-25,CCM,Y5,95
200400,30-Jan-25,LRF,L4,75
200400,30-Jan-25,LRF,L5,76
200400,30-Jan-25,CCM,X5,80
200400,30-Jan-25,CCM,Y5,82
200400,30-Jan-25,CCM,Z5,80
200401,30-Jan-25,LRF,L4,77
200401,30-Jan-25,CCM,X5,78
200401,30-Jan-25,CCM,Y6,76
200401,30-Jan-25,CCM,Z5,81
200402,30-Jan-25,LRF,L4,69
200402,30-Jan-25,LRF,L5,72
200403,30-Jan-25,LRF,L4,95
200403,30-Jan-25,LRF,L5,80
200403,30-Jan-25,CCM,X5,84
200403,30-Jan-25,CCM,Y6,92
200403,30-Jan-25,CCM,Z7,89
200404,30-Jan-25,LRF,L5,84
200404,30-Jan-25,LRF,L4,90
200404,30-Jan-25,LRF,L5,91
200405,30-Jan-25,LRF,L4,76
200405,30-Jan-25,LRF,L5,79
200406,30-Jan-25,LRF,L4,72
200406,30-Jan-25,LRF,L5,79
200407,30-Jan-25,LRF,L4,74
200407,30-Jan-25,LRF,L5,79
200408,30-Jan-25,LRF,L4,77
200408,30-Jan-25,LRF,L5,74
200409,30-Jan-25,LRF,L4,79
200409,30-Jan-25,LRF,L5,80
200410,30-Jan-25,LRF,L4,63
200410,30-Jan-25,LRF,L5,71
200411,30-Jan-25,LRF,L4,78
200411,30-Jan-25,LRF,L4,78
200412,30-Jan-25,LRF,L4,62
200412,30-Jan-25,LRF,L5,62
200413,30-Jan-25,LRF,L4,69
200413,30-Jan-25,LRF,L5,69
200414,30-Jan-25,LRF,L4,64
200415,30-Jan-25,LRF,L4,71
200416,30-Jan-25,LRF,L4,75
200416,30-Jan-25,LRF,L5,80
200417,30-Jan-25,LRF,L4,65
200417,30-Jan-25,LRF,L5,70
200418,30-Jan-25,LRF,L4,60
200419,30-Jan-25,LRF,L4,56
200419,30-Jan-25,LRF,L5,64
200420,30-Jan-25,LRF,L4,75
