Heat No,Date,Location,Sample_Id,NPP
200190,24-Jan-25,LRF,L4,72
200190,24-Jan-25,LRF,L5,75
200190,24-Jan-25,Sequence,X5R,76
200190,24-Jan-25,Sequence,Y5R,71
200190,25-Jan-25,CCM,X5 RE,80
200190,25-Jan-25,CCM,Y6 RE,73
200190,25-Jan-25,CCM,Z7 RE,73
200191,24-Jan-25,LRF,L4,73
200191,24-Jan-25,LRF,L5,77
200191,24-Jan-25,CCM,X5,84
200191,24-Jan-25,CCM,Y6,80
200191,24-Jan-25,CCM,Z7,81
200192,24-Jan-25,LRF,L4,76
200192,24-Jan-25,LRF,L5,69
200192,25-Jan-25,CCM,X5,91
200192,25-Jan-25,CCM,Y5,86
200192,25-Jan-25,CCM,Z5,89
200193,24-Jan-25,LRF,L4,73
200193,24-Jan-25,Sequence,XR5,64
200193,24-Jan-25,Sequence,YR6,64
200193,24-Jan-25,Sequence,ZR7,63
200193,25-Jan-25,CCM,X5,79
200193,25-Jan-25,CCM,Y5,76
200193,25-Jan-25,CCM,Z5,74
200194,24-Jan-25,LRF,L4,75
200194,24-Jan-25,LRF,L5,78
200194,25-Jan-25,CCM,X5,86
200194,25-Jan-25,CCM,Y6,80
200194,25-Jan-25,CCM,Z7,80
200195,24-Jan-25,LRF,L4,78
200195,24-Jan-25,LRF,L5,80
200195,25-Jan-25,Sequence,XR5,70
200195,25-Jan-25,Sequence,YR6,72
200195,25-Jan-25,Sequence,ZR7,74
200195,25-Jan-25,CCM,X5,83
200195,25-Jan-25,CCM,Y5,80
200195,28-Jan-25,Sequence,XL,90
200195,28-Jan-25,Sequence,ZL,84
200195,28-Jan-25,Sequence,YL,85
200196,24-Jan-25,LRF,L4,77
200196,25-Jan-25,Sequence,XR5,73
200196,25-Jan-25,Sequence,YR6,70
200196,25-Jan-25,CCM,Z7,72
200196,25-Jan-25,CCM,X5,91
200196,25-Jan-25,CCM,Y5,81
200196,25-Jan-25,CCM,Z5,82
200196,28-Jan-25,Sequence,X3,88
200196,28-Jan-25,Sequence,Z3,81
200196,28-Jan-25,Sequence,Y3,84
200197,24-Jan-25,LRF,L4,64
200197,24-Jan-25,LRF,L6,68
200197,25-Jan-25,CCM,X5,74
200197,25-Jan-25,CCM,Y6,71
200197,25-Jan-25,CCM,Z7,68
200198,24-Jan-25,LRF,L4,100
200198,24-Jan-25,LRF,L5,76
200198,24-Jan-25,LRF,L6,81
200198,25-Jan-25,CCM,X5,73
200198,25-Jan-25,CCM,Y5,75
200198,25-Jan-25,CCM,Z5,78
200199,24-Jan-25,LRF,L4,73
200199,24-Jan-25,LRF,L5,77
200199,25-Jan-25,CCM,X5,85
200199,25-Jan-25,CCM,Y6,81
200199,25-Jan-25,CCM,Z7,81
200200,24-Jan-25,LRF,L4,72
200200,24-Jan-25,LRF,L5,83
200200,25-Jan-25,CCM,X5,76
200200,25-Jan-25,CCM,Y6,83
200200,25-Jan-25,CCM,Z7,81
200201,24-Jan-25,LRF,L4,84
200201,24-Jan-25,LRF,L5,85
200201,25-Jan-25,CCM,X5,84
200201,25-Jan-25,CCM,Y6,81
200201,25-Jan-25,CCM,Z7,80
200202,24-Jan-25,LRF,L4,76
200202,24-Jan-25,LRF,L5,78
200202,25-Jan-25,CCM,X5,82
200202,25-Jan-25,CCM,Z7,83
200203,24-Jan-25,LRF,L4,70
200203,24-Jan-25,LRF,L5,80
200203,25-Jan-25,CCM,X5,85
200203,25-Jan-25,CCM,Y6,81
200203,25-Jan-25,CCM,Z7,74
200204,24-Jan-25,LRF,L4,82
200204,25-Jan-25,LRF,L5,84
200204,25-Jan-25,CCM,X5,83
200204,25-Jan-25,CCM,Y6,84
200204,25-Jan-25,CCM,Z7,85
200205,25-Jan-25,LRF,L4,69
200205,25-Jan-25,LRF,L5,56
200205,25-Jan-25,LRF,L6,71
200205,25-Jan-25,CCM,X5,87
200205,25-Jan-25,CCM,Y6,81
200205,25-Jan-25,CCM,Z7,83
200206,25-Jan-25,LRF,L4,69
200206,25-Jan-25,LRF,L5,80
200206,25-Jan-25,CCM,X5,88
200206,25-Jan-25,CCM,Y6,88
200206,25-Jan-25,CCM,Z7,83
200207,25-Jan-25,LRF,L4,87
200207,25-Jan-25,LRF,L5,90
200207,25-Jan-25,CCM,X5,91
200207,25-Jan-25,CCM,Y6,97
200207,25-Jan-25,CCM,Z7,93
200208,25-Jan-25,LRF,L4,74
200208,25-Jan-25,LRF,L5,70
200208,25-Jan-25,CCM,X5,90
200208,25-Jan-25,CCM,Y6,77
200208,25-Jan-25,CCM,Z7,79
200209,25-Jan-25,LRF,L4,105
200209,25-Jan-25,LRF,L5,97
200209,25-Jan-25,CCM,X5,99
200209,25-Jan-25,CCM,Y6,98
200209,25-Jan-25,CCM,Z7,97
200210,25-Jan-25,LRF,L4,65
200210,25-Jan-25,LRF,L5,78
200210,25-Jan-25,Sequence,X5,79
200210,25-Jan-25,Sequence,Y6,75
200210,25-Jan-25,Sequence,Z7,77
200210,27-Jan-25,CCM,X5,77
200210,27-Jan-25,CCM,Y6,76
200210,27-Jan-25,CCM,Z7,79
200211,25-Jan-25,LRF,L4,91
200211,25-Jan-25,LRF,L5,95
200211,25-Jan-25,LRF,L6,85
200211,25-Jan-25,CCM,X5,94
200211,25-Jan-25,CCM,Y5,95
200211,25-Jan-25,CCM,Z5,94
200212,25-Jan-25,LRF,L4,71
200212,25-Jan-25,LRF,L5,82
200212,25-Jan-25,CCM,X5,80
200212,25-Jan-25,CCM,Y5,79
200213,25-Jan-25,LRF,L4,74
200213,25-Jan-25,LRF,L5,86
200213,25-Jan-25,CCM,X5,78
200213,25-Jan-25,CCM,Y5,79
200214,25-Jan-25,LRF,L4,77
200214,25-Jan-25,LRF,L5,85
200214,25-Jan-25,LRF,L6,76
200214,25-Jan-25,CCM,X5,85
200214,25-Jan-25,CCM,Y6,82
200214,25-Jan-25,CCM,Z5,86
200215,25-Jan-25,LRF,L4,77
200215,25-Jan-25,LRF,L5,79
200215,25-Jan-25,CCM,X5,87
200215,25-Jan-25,CCM,Y5,84
200215,25-Jan-25,CCM,Z5,85
200216,25-Jan-25,LRF,L4,90
200216,25-Jan-25,LRF,L5,88
200216,25-Jan-25,CCM,Z7,72
200216,25-Jan-25,CCM,Y5,73
200217,25-Jan-25,LRF,L4,77
200217,25-Jan-25,LRF,L5,67
200217,25-Jan-25,CCM,X5,76
200217,25-Jan-25,CCM,Y5,80
200217,25-Jan-25,CCM,Z5,81
200218,25-Jan-25,LRF,L4,68
200218,25-Jan-25,LRF,L5,76
200218,25-Jan-25,CCM,X5,69
200218,25-Jan-25,CCM,Y5,69
200218,25-Jan-25,CCM,Z5,71
200219,25-Jan-25,LRF,L4,99
200219,25-Jan-25,LRF,L5,75
200219,25-Jan-25,LRF,L6,75
200219,25-Jan-25,CCM,Z5,75
200219,25-Jan-25,CCM,Y5,74
200219,25-Jan-25,CCM,Z5,74
200220,25-Jan-25,LRF,L4,81
200220,27-Jan-25,CCM,X5,91
200220,27-Jan-25,CCM,Y5,81
200220,27-Jan-25,CCM,Z5,80
200221,25-Jan-25,LRF,L4,68
200221,25-Jan-25,LRF,L5,76
200221,25-Jan-25,CCM,X5,83
200221,25-Jan-25,CCM,Y5,85
200221,25-Jan-25,CCM,Z5,88
200222,25-Jan-25,LRF,L4,83
200222,25-Jan-25,LRF,L5,78
200222,25-Jan-25,CCM,X5,89
200222,25-Jan-25,CCM,Y6,84
200222,25-Jan-25,CCM,Z5,92
200223,25-Jan-25,LRF,L4,83
200223,25-Jan-25,LRF,L5,72
200223,25-Jan-25,CCM,X3,85
200223,25-Jan-25,CCM,Y6,86
200223,25-Jan-25,CCM,Z5,84
200224,25-Jan-25,LRF,L4,77
200224,25-Jan-25,LRF,L5,72
200224,25-Jan-25,CCM,X5,95
200224,25-Jan-25,CCM,Y5,88
200224,25-Jan-25,CCM,Z5,91
200225,25-Jan-25,LRF,L4,76
200225,25-Jan-25,LRF,L5,70
200225,25-Jan-25,CCM,X5,93
200225,25-Jan-25,CCM,Y5,95
200225,25-Jan-25,CCM,Z5,94
200226,25-Jan-25,LRF,L4,68
200226,25-Jan-25,LRF,L5,69
200226,25-Jan-25,CCM,X5,70
200226,25-Jan-25,CCM,Y6,69
200226,25-Jan-25,CCM,Z7,72
200227,25-Jan-25,LRF,L4,71
200227,25-Jan-25,LRF,L5,69
200227,25-Jan-25,CCM,X5,72
200227,25-Jan-25,CCM,Y5,69
200227,25-Jan-25,CCM,Z5,69
200228,25-Jan-25,LRF,L4,70
200228,25-Jan-25,LRF,L5,79
200228,26-Jan-25,CCM,X5,104
200228,26-Jan-25,CCM,Y6,101
200228,26-Jan-25,CCM,Z7,104
200229,25-Jan-25,LRF,L4,53
200229,25-Jan-25,LRF,L5,61
200229,26-Jan-25,CCM,X5,75
200229,26-Jan-25,CCM,Y6,73
200229,26-Jan-25,CCM,Z7,70
200230,25-Jan-25,LRF,L4,101
200230,25-Jan-25,LRF,L5,91
200230,25-Jan-25,LRF,L5,131
200230,26-Jan-25,CCM,X5,147
200230,26-Jan-25,CCM,Y6,147
200230,26-Jan-25,CCM,Z7,150
200231,25-Jan-25,LRF,L4,73
200231,25-Jan-25,LRF,L5,88
200231,25-Jan-25,LRF,L6,66
200231,25-Jan-25,LRF,L7,71
200231,26-Jan-25,CCM,X5,68
200231,26-Jan-25,CCM,Y6,65
200231,26-Jan-25,CCM,Z7,65
200232,25-Jan-25,LRF,L4,104
200232,25-Jan-25,LRF,L5,135
200232,26-Jan-25,CCM,X5,147
200232,26-Jan-25,CCM,Y6,145
200232,26-Jan-25,CCM,Z7,143
200232,26-Jan-25,Sequence,X5,143
200232,26-Jan-25,Sequence,Y5,138
200232,26-Jan-25,Sequence,Z5,144
200233,25-Jan-25,LRF,L4,94
200233,25-Jan-25,LRF,L5,122
200233,26-Jan-25,CCM,X5,139
200233,26-Jan-25,CCM,Y6,140
200233,26-Jan-25,CCM,Z7,140
200234,25-Jan-25,LRF,L4,69
200234,25-Jan-25,LRF,L5,66
200234,25-Jan-25,LRF,L6,75
200234,26-Jan-25,CCM,X5,92
200234,26-Jan-25,CCM,Y5,99
200234,26-Jan-25,CCM,Z5,98
200235,25-Jan-25,LRF,L4,62
200235,25-Jan-25,LRF,L6,56
200235,26-Jan-25,CCM,Y6,74
200235,26-Jan-25,CCM,Z7,75
200235,26-Jan-25,CCM,X5,74
200236,25-Jan-25,LRF,L4,96
200236,25-Jan-25,LRF,L5,123
200236,26-Jan-25,CCM,X5,138
200236,26-Jan-25,CCM,Y6,137
200236,26-Jan-25,CCM,Z7,141
200237,25-Jan-25,LRF,L4,57
200237,25-Jan-25,LRF,L5,66
200237,26-Jan-25,CCM,X5,79
200237,26-Jan-25,CCM,Y5,83
200237,26-Jan-25,CCM,Z5,83
200238,25-Jan-25,LRF,L4,116
200238,25-Jan-25,LRF,L5,133
200238,26-Jan-25,CCM,X5,146
200238,26-Jan-25,CCM,Y6,141
200238,26-Jan-25,CCM,Z7,145
200238,29-Jan-25,Sequence,X4,157
200238,29-Jan-25,Sequence,Y4,155
200238,29-Jan-25,Sequence,Z4,159
200239,25-Jan-25,LRF,L4,132
200239,25-Jan-25,LRF,L5,152
200239,26-Jan-25,CCM,X5,147
200239,26-Jan-25,CCM,Y6,145
200239,26-Jan-25,CCM,Z7,151
200240,25-Jan-25,LRF,L4,95
200240,25-Jan-25,LRF,L5,90
200240,26-Jan-25,CCM,X5,101
200240,26-Jan-25,CCM,Y6,103
200240,26-Jan-25,CCM,Z7,103
200241,25-Jan-25,LRF,L4,66
200241,25-Jan-25,LRF,L5,81
200241,26-Jan-25,CCM,X5,95
200241,26-Jan-25,CCM,Y6,95
200241,26-Jan-25,CCM,Z7,88
200242,26-Jan-25,LRF,L4,88
200242,26-Jan-25,LRF,L5,145
200242,26-Jan-25,CCM,X3,139
200242,26-Jan-25,CCM,Y4,145
200242,26-Jan-25,CCM,Z5,140
200243,26-Jan-25,LRF,L4,106
200243,26-Jan-25,LRF,L5,136
200243,26-Jan-25,CCM,X3,146
200243,26-Jan-25,CCM,Y4,144
200243,26-Jan-25,CCM,Z5,145
200244,26-Jan-25,LRF,L4,85
200244,26-Jan-25,LRF,L5,135
200244,26-Jan-25,CCM,X5,139
200244,26-Jan-25,CCM,Y6,138
200244,26-Jan-25,CCM,Z7,137
200245,26-Jan-25,LRF,L4,67
200245,26-Jan-25,CCM,X3,83
200245,26-Jan-25,CCM,Y4,88
200245,26-Jan-25,CCM,Z5,82
200246,26-Jan-25,LRF,L4,68
200246,26-Jan-25,LRF,L5,71
200246,26-Jan-25,CCM,X5,88
200246,26-Jan-25,CCM,Y6,94
200246,26-Jan-25,CCM,Z7,86
200247,26-Jan-25,LRF,L4,66
200247,26-Jan-25,LRF,L5,65
200247,26-Jan-25,CCM,X3,92
200247,26-Jan-25,CCM,Y4,89
200247,26-Jan-25,CCM,Z5,93
200248,26-Jan-25,LRF,L4,90
200248,26-Jan-25,LRF,L5,149
200248,26-Jan-25,CCM,X5,143
200248,26-Jan-25,CCM,Y6,144
200248,26-Jan-25,CCM,Z7,143
200249,26-Jan-25,LRF,L4,134
200249,26-Jan-25,LRF,L5,145
200249,26-Jan-25,Sequence,X5 R,135
200249,26-Jan-25,Sequence,Y6 R,136
200249,26-Jan-25,Sequence,Z7 R,137
200249,27-Jan-25,CCM,X5,130
200249,27-Jan-25,CCM,Y5,137
200250,26-Jan-25,LRF,L4,90
200250,26-Jan-25,LRF,L5,89
200250,26-Jan-25,CCM,X5,94
200250,26-Jan-25,CCM,Y6,93
200251,26-Jan-25,LRF,L4,124
200251,26-Jan-25,LRF,L5,135
200251,26-Jan-25,Sequence,X5 RE,139
200251,26-Jan-25,Sequence,Y6 RE,138
200251,26-Jan-25,Sequence,Z7 RE,137
200251,27-Jan-25,CCM,X5,134
200251,27-Jan-25,CCM,Y5,137
200251,27-Jan-25,CCM,Z5,142
200251,30-Jan-25,Sequence,X5,139
200251,30-Jan-25,Sequence,Y6,138
200251,30-Jan-25,Sequence,Z7,139
200252,26-Jan-25,LRF,L4,82
200252,26-Jan-25,LRF,L5,81
200252,26-Jan-25,CCM,X5,96
200252,26-Jan-25,CCM,Y6,95
200252,26-Jan-25,CCM,Z5,87
200253,26-Jan-25,LRF,L4,84
200253,26-Jan-25,LRF,L5,85
200253,26-Jan-25,CCM,X5,90
200253,26-Jan-25,CCM,Y5,91
200253,26-Jan-25,CCM,Z5,92
200254,26-Jan-25,LRF,L4,80
200254,26-Jan-25,LRF,L5,83
200254,26-Jan-25,CCM,Y5,82
200254,26-Jan-25,CCM,Z5,80
200255,26-Jan-25,LRF,L4,84
200255,26-Jan-25,LRF,L5,90
200255,26-Jan-25,CCM,X5,85
200255,26-Jan-25,CCM,Y5,92
200255,26-Jan-25,CCM,Z5,92
200255,27-Jan-25,Sequence,YL,84
200255,27-Jan-25,Sequence,ZL,79
200255,27-Jan-25,Sequence,XL,80
200256,26-Jan-25,LRF,L4,68
200256,26-Jan-25,LRF,L5,73
200256,26-Jan-25,CCM,X5,70
200256,26-Jan-25,CCM,Y5,68
200256,26-Jan-25,CCM,Z5,67
200256,27-Jan-25,Sequence,X5,68
200256,27-Jan-25,Sequence,Y5,69
200256,27-Jan-25,Sequence,Z5,71
200257,26-Jan-25,LRF,L4,73
200257,26-Jan-25,LRF,L5,76
200257,26-Jan-25,CCM,X5,80
200257,26-Jan-25,CCM,Y5,79
200257,26-Jan-25,CCM,Z5,76
200258,26-Jan-25,LRF,L4,68
200258,26-Jan-25,LRF,L5,72
200258,26-Jan-25,CCM,X5,80
200258,26-Jan-25,CCM,Y5,80
200258,26-Jan-25,CCM,Z5,77
200259,26-Jan-25,LRF,L4,78
200259,26-Jan-25,LRF,L5,79
200259,26-Jan-25,CCM,X5,85
200259,26-Jan-25,CCM,Y5,86
200259,26-Jan-25,CCM,Z5,85
200260,26-Jan-25,LRF,L4,79
200260,26-Jan-25,LRF,L5,82
200260,26-Jan-25,CCM,X5,79
200260,26-Jan-25,CCM,Y5,76
200260,26-Jan-25,CCM,Z5,75
200261,26-Jan-25,LRF,L4,85
200261,26-Jan-25,LRF,L5,88
200261,26-Jan-25,CCM,X5,85
200261,26-Jan-25,CCM,Y5,88
200261,26-Jan-25,CCM,Z5,88
200262,26-Jan-25,LRF,L4,89
200262,26-Jan-25,LRF,L5,89
200262,26-Jan-25,CCM,X5,95
200262,26-Jan-25,CCM,Y5,93
200262,26-Jan-25,CCM,Z5,92
200263,26-Jan-25,LRF,L4,77
200263,26-Jan-25,LRF,L5,76
200263,26-Jan-25,CCM,X5,87
200263,26-Jan-25,CCM,Y5,89
200263,26-Jan-25,CCM,Z5,82
200264,26-Jan-25,LRF,L4,74
200264,26-Jan-25,LRF,L5,73
200264,26-Jan-25,CCM,X5,86
200264,26-Jan-25,CCM,Y5,82
200264,26-Jan-25,CCM,Z5,83
200265,26-Jan-25,LRF,L4,70
200265,26-Jan-25,LRF,L5,69
200265,26-Jan-25,CCM,X5,74
200265,26-Jan-25,CCM,Y5,73
200265,26-Jan-25,CCM,Z5,76
200266,26-Jan-25,LRF,L4,59
200266,26-Jan-25,LRF,L5,61
200266,26-Jan-25,CCM,X5,67
200266,26-Jan-25,CCM,Y5,71
200266,26-Jan-25,CCM,Z5,69
200267,26-Jan-25,LRF,L4,70
200267,26-Jan-25,LRF,L5,71
200267,27-Jan-25,CCM,Z7,78
200267,27-Jan-25,CCM,X5,77
200267,27-Jan-25,CCM,Y6,78
200268,26-Jan-25,LRF,L4,69
200268,26-Jan-25,LRF,L5,73
200268,27-Jan-25,CCM,X5,80
200268,27-Jan-25,CCM,Y6,81
200268,27-Jan-25,CCM,Z7,79
200269,26-Jan-25,LRF,L4,70
200269,26-Jan-25,LRF,L5,74
200269,27-Jan-25,CCM,X5,83
200269,27-Jan-25,CCM,Y6,84
200269,27-Jan-25,CCM,Z7,83
200270,26-Jan-25,LRF,L4,73
200270,26-Jan-25,LRF,L5,73
200270,27-Jan-25,CCM,X5,90
200270,27-Jan-25,CCM,Y6,87
200270,27-Jan-25,CCM,Z7,84
200271,26-Jan-25,LRF,L4,68
200271,27-Jan-25,CCM,X5,74
200271,27-Jan-25,CCM,Y6,73
200271,27-Jan-25,Sequence,Z7R,62
200272,26-Jan-25,LRF,L4,58
200272,27-Jan-25,CCM,Z5,63
200272,27-Jan-25,CCM,X5,61
200272,27-Jan-25,CCM,Y5,64
200273,26-Jan-25,LRF,L4,71
200273,26-Jan-25,LRF,L5,74
200273,27-Jan-25,CCM,X5,75
200273,27-Jan-25,CCM,Y6,81
200273,27-Jan-25,CCM,Z7,79
200274,26-Jan-25,LRF,L4,76
200274,27-Jan-25,CCM,X5,84
200274,27-Jan-25,CCM,Y6,80
200274,27-Jan-25,CCM,Z7,80
200275,26-Jan-25,LRF,L4,59
200275,27-Jan-25,CCM,X5,71
200275,27-Jan-25,CCM,Y6,73
200275,27-Jan-25,CCM,Z7,79
200276,26-Jan-25,LRF,L4,57
200276,27-Jan-25,LRF,L5,65
200276,27-Jan-25,CCM,Y5,76
200276,27-Jan-25,CCM,Z5,71
200276,27-Jan-25,CCM,X5,70
200277,27-Jan-25,LRF,L4,67
200277,27-Jan-25,CCM,X5,69
200277,27-Jan-25,CCM,Y6,68
200277,27-Jan-25,CCM,Z7,71
200278,27-Jan-25,LRF,L4,63
200278,27-Jan-25,LRF,L5,60
200278,27-Jan-25,CCM,X5,68
200278,27-Jan-25,CCM,Y6,69
200278,27-Jan-25,CCM,Z7,68
200279,27-Jan-25,LRF,L4,92
200279,27-Jan-25,LRF,L5,73
200279,29-Jan-25,CCM,X5,67
200279,29-Jan-25,CCM,Y6,65
200279,29-Jan-25,CCM,Z7,64
200279,30-Jan-25,CCM,XX5,66
200279,30-Jan-25,CCM,YY5,65
200279,30-Jan-25,Sequence,Z6,69
200279,30-Jan-25,Sequence,Y6,64
200279,30-Jan-25,Sequence,X6,69
200280,27-Jan-25,LRF,L4,113
200280,27-Jan-25,LRF,L5,124
200280,27-Jan-25,Sequence,X5 ,130
200280,27-Jan-25,Sequence,Y6,129
200280,27-Jan-25,Sequence,Z7,124
200280,27-Jan-25,CCM,X5,126
200280,27-Jan-25,CCM,Y5,123
200280,27-Jan-25,CCM,Z5,118
200280,30-Jan-25,Sequence,XL,135
200280,30-Jan-25,Sequence,YL,135
200280,30-Jan-25,Sequence,ZL,137
200281,27-Jan-25,LRF,L4,126
200281,27-Jan-25,LRF,L5,107
200281,27-Jan-25,LRF,L6,120
200281,27-Jan-25,Sequence,X5,119
200281,27-Jan-25,Sequence,Y6,117
200281,27-Jan-25,Sequence,Z7,118
200281,27-Jan-25,CCM,X5,121
200281,27-Jan-25,CCM,Y5,120
200281,27-Jan-25,CCM,Z5,119
200281,30-Jan-25,Sequence,X1,126
200281,30-Jan-25,Sequence,Y1,130
200281,30-Jan-25,Sequence,Z1,126
200281,30-Jan-25,Sequence,X5,125
200281,30-Jan-25,Sequence,Y5,131
200281,30-Jan-25,Sequence,Z5,132
200282,27-Jan-25,LRF,L4,94
200282,27-Jan-25,LRF,L5,137
200282,27-Jan-25,Sequence,X5,128
200282,27-Jan-25,Sequence,Y6,127
200282,27-Jan-25,Sequence,Z7,126
200282,27-Jan-25,CCM,X5,129
200282,27-Jan-25,CCM,Y5,126
200282,27-Jan-25,CCM,Z5,130
200282,29-Jan-25,Sequence,XL,152
200282,29-Jan-25,Sequence,YL,151
200282,29-Jan-25,Sequence,ZL,146
200283,27-Jan-25,LRF,L4,70
200283,27-Jan-25,CCM,X5,79
200283,27-Jan-25,CCM,Y6,74
200283,27-Jan-25,CCM,Z7,78
200284,27-Jan-25,LRF,L4,73
200284,27-Jan-25,CCM,X5,81
200284,27-Jan-25,CCM,Y6,77
200284,27-Jan-25,CCM,Z7,76
200285,27-Jan-25,LRF,L4,96
200285,27-Jan-25,LRF,L5,93
200285,27-Jan-25,CCM,X5,98
200285,27-Jan-25,CCM,Y6,98
200285,27-Jan-25,CCM,Z7,98
200286,27-Jan-25,LRF,L4,72
200286,27-Jan-25,CCM,X5,78
200286,27-Jan-25,CCM,Y6,79
200286,27-Jan-25,CCM,Z7,77
200287,27-Jan-25,LRF,L4,83
200287,27-Jan-25,LRF,L5,87
200287,27-Jan-25,CCM,Y5,88
200287,27-Jan-25,CCM,Z5,86
200288,27-Jan-25,LRF,L4,100
200288,27-Jan-25,LRF,L5,98
200288,27-Jan-25,LRF,L6,99
200288,27-Jan-25,CCM,X5,102
200288,27-Jan-25,CCM,Y5,103
200288,27-Jan-25,CCM,Z5,104
200289,27-Jan-25,LRF,L4,93
200289,27-Jan-25,LRF,L5,97
200289,27-Jan-25,CCM,X5,105
200289,27-Jan-25,CCM,Y5,109
200289,27-Jan-25,CCM,Z5,108
200290,27-Jan-25,LRF,L4,100
200290,27-Jan-25,LRF,L5,105
200290,27-Jan-25,CCM,X5,112
200290,27-Jan-25,CCM,Y5,116
200290,27-Jan-25,CCM,Z5,118
200291,27-Jan-25,LRF,L4,87
200291,27-Jan-25,LRF,L5,83
200291,27-Jan-25,CCM,X5,96
200291,27-Jan-25,CCM,Y5,92
200291,27-Jan-25,CCM,Z5,91
200292,27-Jan-25,LRF,L4,100
200292,27-Jan-25,CCM,X5,121
200292,27-Jan-25,CCM,Y5,117
200292,27-Jan-25,CCM,Z5,116
200293,27-Jan-25,LRF,L4,73
200293,27-Jan-25,LRF,L5,77
200293,27-Jan-25,CCM,X5,77
200293,27-Jan-25,CCM,Y5,74
200293,27-Jan-25,CCM,Z5,73
200294,27-Jan-25,LRF,L4,76
200294,27-Jan-25,LRF,L5,76
200294,27-Jan-25,CCM,X5,86
200294,27-Jan-25,CCM,Y5,83
200294,27-Jan-25,CCM,Z5,81
200295,27-Jan-25,LRF,L4,74
200295,27-Jan-25,LRF,L5,75
200295,27-Jan-25,CCM,X5,89
200295,27-Jan-25,CCM,Y6,87
200295,27-Jan-25,CCM,Z7,88
200296,27-Jan-25,LRF,L4,95
200296,27-Jan-25,LRF,L5,98
200296,27-Jan-25,LRF,L5,102
200296,27-Jan-25,CCM,X5,110
200296,27-Jan-25,CCM,Y6,109
200296,27-Jan-25,CCM,Z7,109
200297,27-Jan-25,LRF,L4,74
200297,27-Jan-25,LRF,L5,76
200297,27-Jan-25,CCM,X5,87
200297,27-Jan-25,CCM,Y6,83
200297,27-Jan-25,CCM,Z7,86
200298,27-Jan-25,LRF,L4,90
200298,27-Jan-25,LRF,L5,143
200298,28-Jan-25,CCM,X5,133
200298,28-Jan-25,CCM,Y6,132
200298,28-Jan-25,CCM,Z7,130
200299,27-Jan-25,LRF,L4,111
200299,27-Jan-25,LRF,L5,123
200299,28-Jan-25,CCM,X5,129
200299,28-Jan-25,CCM,Y6,128
200299,28-Jan-25,CCM,Z7,130
200299,29-Jan-25,Sequence,XL,133
200299,29-Jan-25,Sequence,YL,133
200299,29-Jan-25,Sequence,ZL,131
200300,27-Jan-25,LRF,L4,63
200300,27-Jan-25,LRF,L5,66
200300,28-Jan-25,CCM,X5,77
200300,28-Jan-25,CCM,Y6,76
200300,28-Jan-25,CCM,Z7,76
200301,27-Jan-25,LRF,L4,137
200301,28-Jan-25,CCM,X5,139
200301,28-Jan-25,CCM,Y6,136
200302,27-Jan-25,LRF,L4,87
200302,27-Jan-25,LRF,L5,68
200302,28-Jan-25,CCM,X5,78
200302,28-Jan-25,CCM,Y6,81
200302,28-Jan-25,CCM,Z7,86
200303,27-Jan-25,LRF,L4,62
200303,28-Jan-25,CCM,X5,80
200303,28-Jan-25,CCM,Y6,77
200303,28-Jan-25,CCM,Z7,83
200304,27-Jan-25,LRF,L4,58
200304,28-Jan-25,CCM,Y6,79
200304,28-Jan-25,CCM,Z7,80
200305,27-Jan-25,LRF,L4,55
200305,27-Jan-25,LRF,L5,56
200305,28-Jan-25,CCM,Y6,86
200305,28-Jan-25,CCM,Z7,84
200306,27-Jan-25,LRF,L4,108
200306,27-Jan-25,LRF,L5,109
200306,28-Jan-25,CCM,X5,130
200306,28-Jan-25,CCM,Y6,129
200306,28-Jan-25,CCM,Z7,132
200307,27-Jan-25,LRF,L4,59
200307,27-Jan-25,LRF,L5,61
200307,28-Jan-25,CCM,X5,80
200307,28-Jan-25,CCM,Y6,82
200307,28-Jan-25,CCM,Z7,80
200308,28-Jan-25,LRF,L4,124
200308,28-Jan-25,CCM,X5,135
200308,28-Jan-25,CCM,Y6,133
200309,28-Jan-25,LRF,L4,81
200309,28-Jan-25,CCM,X5,79
200309,28-Jan-25,CCM,Y6,80
200309,28-Jan-25,CCM,Z7,87
200310,28-Jan-25,LRF,L4,76
200310,28-Jan-25,LRF,L5,78
200310,28-Jan-25,CCM,X5,97
200310,28-Jan-25,CCM,Y6,89
200311,28-Jan-25,LRF,L4,68
200311,28-Jan-25,LRF,L5,68
200311,28-Jan-25,CCM,X5,71
200311,28-Jan-25,CCM,Y4,75
200311,28-Jan-25,CCM,Z5,74
200312,28-Jan-25,LRF,L4,72
200312,28-Jan-25,CCM,X5,85
200312,28-Jan-25,CCM,Y6,81
200312,28-Jan-25,CCM,Z7,81
200313,28-Jan-25,LRF,L4,81
200313,28-Jan-25,CCM,Z7,84
200313,28-Jan-25,CCM,Y6,83
200314,28-Jan-25,LRF,L4,81
200314,28-Jan-25,CCM,X5,84
200314,28-Jan-25,CCM,Y5,84
200314,28-Jan-25,CCM,Z6,81
200315,28-Jan-25,LRF,L4,78
200315,28-Jan-25,LRF,L5,83
200315,28-Jan-25,CCM,X5,85
200315,28-Jan-25,CCM,Y6,86
200315,28-Jan-25,CCM,Z7,84
200316,28-Jan-25,LRF,L4,73
200316,28-Jan-25,LRF,L5,74
200316,28-Jan-25,CCM,X5,73
